Solving for objective max_perf with perfLB=10.0 Gflop/s, areaUB=1000.0 mm2, powerUB=10000000000.0 W

######################################################
List of objective values:
1. ['Intel Core i9-13900K', 'DDR4-3200', '1x L3s', '0.25 App. AI, 100.0 MB Workset']: 7.6593e+09
665. ['Intel Core i9-13900K', 'DDR4-3200', '33x L3s', '1 App. AI, 100.0 MB Workset']: 2.2860e+11
666. ['Intel Core i9-13900K', 'HBM2', '33x L3s', '1 App. AI, 100.0 MB Workset']: 2.2860e+11
667. ['Intel Core i9-13900K', 'DDR4-3200', '34x L3s', '1 App. AI, 100.0 MB Workset']: 2.2860e+11
668. ['Intel Core i9-13900K', 'HBM2', '34x L3s', '1 App. AI, 100.0 MB Workset']: 2.2860e+11
669. ['Intel Core i9-13900K', 'DDR4-3200', '35x L3s', '1 App. AI, 100.0 MB Workset']: 2.2860e+11
670. ['Intel Core i9-13900K', 'HBM2', '35x L3s', '1 App. AI, 100.0 MB Workset']: 2.2860e+11
671. ['Intel Core i9-13900K', 'DDR4-3200', '36x L3s', '1 App. AI, 100.0 MB Workset']: 2.2860e+11
672. ['Intel Core i9-13900K', 'HBM2', '36x L3s', '1 App. AI, 100.0 MB Workset']: 2.2860e+11
673. ['Intel Core i9-13900K', 'DDR4-3200', '37x L3s', '1 App. AI, 100.0 MB Workset']: 2.2860e+11
674. ['Intel Core i9-13900K', 'HBM2', '37x L3s', '1 App. AI, 100.0 MB Workset']: 2.2860e+11
675. ['Intel Core i9-13900K', 'DDR4-3200', '38x L3s', '1 App. AI, 100.0 MB Workset']: 2.2860e+11
676. ['Intel Core i9-13900K', 'HBM2', '38x L3s', '1 App. AI, 100.0 MB Workset']: 2.2860e+11
677. ['Intel Core i9-13900K', 'DDR4-3200', '39x L3s', '1 App. AI, 100.0 MB Workset']: 2.2860e+11
678. ['Intel Core i9-13900K', 'HBM2', '39x L3s', '1 App. AI, 100.0 MB Workset']: 2.2860e+11
679. ['Intel Core i9-13900K', 'DDR4-3200', '40x L3s', '1 App. AI, 100.0 MB Workset']: 2.2860e+11
680. ['Intel Core i9-13900K', 'HBM2', '40x L3s', '1 App. AI, 100.0 MB Workset']: 2.2860e+11
681. ['Intel Core i9-13900K', 'DDR4-3200', '41x L3s', '1 App. AI, 100.0 MB Workset']: 2.2860e+11
682. ['Intel Core i9-13900K', 'HBM2', '41x L3s', '1 App. AI, 100.0 MB Workset']: 2.2860e+11
683. ['Intel Core i9-13900K', 'DDR4-3200', '42x L3s', '1 App. AI, 100.0 MB Workset']: 2.2860e+11
684. ['Intel Core i9-13900K', 'HBM2', '42x L3s', '1 App. AI, 100.0 MB Workset']: 2.2860e+11
685. ['Intel Core i9-13900K', 'DDR4-3200', '43x L3s', '1 App. AI, 100.0 MB Workset']: 2.2860e+11
686. ['Intel Core i9-13900K', 'HBM2', '43x L3s', '1 App. AI, 100.0 MB Workset']: 2.2860e+11
687. ['Intel Core i9-13900K', 'DDR4-3200', '44x L3s', '1 App. AI, 100.0 MB Workset']: 2.2860e+11
688. ['Intel Core i9-13900K', 'HBM2', '44x L3s', '1 App. AI, 100.0 MB Workset']: 2.2860e+11
689. ['Intel Core i9-13900K', 'DDR4-3200', '45x L3s', '1 App. AI, 100.0 MB Workset']: 2.2860e+11
690. ['Intel Core i9-13900K', 'HBM2', '45x L3s', '1 App. AI, 100.0 MB Workset']: 2.2860e+11
691. ['Intel Core i9-13900K', 'DDR4-3200', '46x L3s', '1 App. AI, 100.0 MB Workset']: 2.2860e+11
692. ['Intel Core i9-13900K', 'HBM2', '46x L3s', '1 App. AI, 100.0 MB Workset']: 2.2860e+11
693. ['Intel Core i9-13900K', 'DDR4-3200', '47x L3s', '1 App. AI, 100.0 MB Workset']: 2.2860e+11
694. ['Intel Core i9-13900K', 'HBM2', '47x L3s', '1 App. AI, 100.0 MB Workset']: 2.2860e+11
695. ['Intel Core i9-13900K', 'DDR4-3200', '48x L3s', '1 App. AI, 100.0 MB Workset']: 2.2860e+11
696. ['Intel Core i9-13900K', 'HBM2', '48x L3s', '1 App. AI, 100.0 MB Workset']: 2.2860e+11
697. ['Intel Core i9-13900K', 'DDR4-3200', '49x L3s', '1 App. AI, 100.0 MB Workset']: 2.2860e+11
698. ['Intel Core i9-13900K', 'HBM2', '49x L3s', '1 App. AI, 100.0 MB Workset']: 2.2860e+11
699. ['Intel Core i9-13900K', 'DDR4-3200', '50x L3s', '1 App. AI, 100.0 MB Workset']: 2.2860e+11
700. ['Intel Core i9-13900K', 'HBM2', '50x L3s', '1 App. AI, 100.0 MB Workset']: 2.2860e+11
701. ['Intel Core i9-13900K', 'DDR4-3200', '1x L3s', '1 App. AI, 50.0 MB Workset']: 3.1302e+10
702. ['Intel Core i9-13900K', 'HBM2', '1x L3s', '1 App. AI, 50.0 MB Workset']: 3.1302e+10
703. ['Intel Core i9-13900K', 'DDR4-3200', '2x L3s', '1 App. AI, 50.0 MB Workset']: 6.2604e+10
704. ['Intel Core i9-13900K', 'HBM2', '2x L3s', '1 App. AI, 50.0 MB Workset']: 6.2604e+10
705. ['Intel Core i9-13900K', 'DDR4-3200', '3x L3s', '1 App. AI, 50.0 MB Workset']: 9.3907e+10
706. ['Intel Core i9-13900K', 'HBM2', '3x L3s', '1 App. AI, 50.0 MB Workset']: 9.3907e+10
707. ['Intel Core i9-13900K', 'DDR4-3200', '4x L3s', '1 App. AI, 50.0 MB Workset']: 1.2482e+11
708. ['Intel Core i9-13900K', 'HBM2', '4x L3s', '1 App. AI, 50.0 MB Workset']: 1.2521e+11
709. ['Intel Core i9-13900K', 'DDR4-3200', '5x L3s', '1 App. AI, 50.0 MB Workset']: 1.3030e+11
710. ['Intel Core i9-13900K', 'HBM2', '5x L3s', '1 App. AI, 50.0 MB Workset']: 1.5651e+11
711. ['Intel Core i9-13900K', 'DDR4-3200', '6x L3s', '1 App. AI, 50.0 MB Workset']: 1.3628e+11
712. ['Intel Core i9-13900K', 'HBM2', '6x L3s', '1 App. AI, 50.0 MB Workset']: 1.8781e+11
713. ['Intel Core i9-13900K', 'DDR4-3200', '7x L3s', '1 App. AI, 50.0 MB Workset']: 1.4284e+11
714. ['Intel Core i9-13900K', 'HBM2', '7x L3s', '1 App. AI, 50.0 MB Workset']: 2.1912e+11
715. ['Intel Core i9-13900K', 'DDR4-3200', '8x L3s', '1 App. AI, 50.0 MB Workset']: 1.5006e+11
716. ['Intel Core i9-13900K', 'HBM2', '8x L3s', '1 App. AI, 50.0 MB Workset']: 2.2860e+11
717. ['Intel Core i9-13900K', 'DDR4-3200', '9x L3s', '1 App. AI, 50.0 MB Workset']: 1.5805e+11
718. ['Intel Core i9-13900K', 'HBM2', '9x L3s', '1 App. AI, 50.0 MB Workset']: 2.2860e+11
719. ['Intel Core i9-13900K', 'DDR4-3200', '10x L3s', '1 App. AI, 50.0 MB Workset']: 1.6694e+11
720. ['Intel Core i9-13900K', 'HBM2', '10x L3s', '1 App. AI, 50.0 MB Workset']: 2.2860e+11
721. ['Intel Core i9-13900K', 'DDR4-3200', '11x L3s', '1 App. AI, 50.0 MB Workset']: 1.7690e+11
722. ['Intel Core i9-13900K', 'HBM2', '11x L3s', '1 App. AI, 50.0 MB Workset']: 2.2860e+11
723. ['Intel Core i9-13900K', 'DDR4-3200', '12x L3s', '1 App. AI, 50.0 MB Workset']: 1.8811e+11
724. ['Intel Core i9-13900K', 'HBM2', '12x L3s', '1 App. AI, 50.0 MB Workset']: 2.2860e+11
725. ['Intel Core i9-13900K', 'DDR4-3200', '13x L3s', '1 App. AI, 50.0 MB Workset']: 2.0084e+11
726. ['Intel Core i9-13900K', 'HBM2', '13x L3s', '1 App. AI, 50.0 MB Workset']: 2.2860e+11
727. ['Intel Core i9-13900K', 'DDR4-3200', '14x L3s', '1 App. AI, 50.0 MB Workset']: 2.1541e+11
728. ['Intel Core i9-13900K', 'HBM2', '14x L3s', '1 App. AI, 50.0 MB Workset']: 2.2860e+11
729. ['Intel Core i9-13900K', 'DDR4-3200', '15x L3s', '1 App. AI, 50.0 MB Workset']: 2.2860e+11
730. ['Intel Core i9-13900K', 'HBM2', '15x L3s', '1 App. AI, 50.0 MB Workset']: 2.2860e+11
731. ['Intel Core i9-13900K', 'DDR4-3200', '16x L3s', '1 App. AI, 50.0 MB Workset']: 2.2860e+11
732. ['Intel Core i9-13900K', 'HBM2', '16x L3s', '1 App. AI, 50.0 MB Workset']: 2.2860e+11
733. ['Intel Core i9-13900K', 'DDR4-3200', '17x L3s', '1 App. AI, 50.0 MB Workset']: 2.2860e+11
734. ['Intel Core i9-13900K', 'HBM2', '17x L3s', '1 App. AI, 50.0 MB Workset']: 2.2860e+11
735. ['Intel Core i9-13900K', 'DDR4-3200', '18x L3s', '1 App. AI, 50.0 MB Workset']: 2.2860e+11
736. ['Intel Core i9-13900K', 'HBM2', '18x L3s', '1 App. AI, 50.0 MB Workset']: 2.2860e+11
737. ['Intel Core i9-13900K', 'DDR4-3200', '19x L3s', '1 App. AI, 50.0 MB Workset']: 2.2860e+11
738. ['Intel Core i9-13900K', 'HBM2', '19x L3s', '1 App. AI, 50.0 MB Workset']: 2.2860e+11
739. ['Intel Core i9-13900K', 'DDR4-3200', '20x L3s', '1 App. AI, 50.0 MB Workset']: 2.2860e+11
740. ['Intel Core i9-13900K', 'HBM2', '20x L3s', '1 App. AI, 50.0 MB Workset']: 2.2860e+11
741. ['Intel Core i9-13900K', 'DDR4-3200', '21x L3s', '1 App. AI, 50.0 MB Workset']: 2.2860e+11
742. ['Intel Core i9-13900K', 'HBM2', '21x L3s', '1 App. AI, 50.0 MB Workset']: 2.2860e+11
743. ['Intel Core i9-13900K', 'DDR4-3200', '22x L3s', '1 App. AI, 50.0 MB Workset']: 2.2860e+11
744. ['Intel Core i9-13900K', 'HBM2', '22x L3s', '1 App. AI, 50.0 MB Workset']: 2.2860e+11
745. ['Intel Core i9-13900K', 'DDR4-3200', '23x L3s', '1 App. AI, 50.0 MB Workset']: 2.2860e+11
746. ['Intel Core i9-13900K', 'HBM2', '23x L3s', '1 App. AI, 50.0 MB Workset']: 2.2860e+11
747. ['Intel Core i9-13900K', 'DDR4-3200', '24x L3s', '1 App. AI, 50.0 MB Workset']: 2.2860e+11
748. ['Intel Core i9-13900K', 'HBM2', '24x L3s', '1 App. AI, 50.0 MB Workset']: 2.2860e+11
749. ['Intel Core i9-13900K', 'DDR4-3200', '25x L3s', '1 App. AI, 50.0 MB Workset']: 2.2860e+11
750. ['Intel Core i9-13900K', 'HBM2', '25x L3s', '1 App. AI, 50.0 MB Workset']: 2.2860e+11
751. ['Intel Core i9-13900K', 'DDR4-3200', '26x L3s', '1 App. AI, 50.0 MB Workset']: 2.2860e+11
752. ['Intel Core i9-13900K', 'HBM2', '26x L3s', '1 App. AI, 50.0 MB Workset']: 2.2860e+11
753. ['Intel Core i9-13900K', 'DDR4-3200', '27x L3s', '1 App. AI, 50.0 MB Workset']: 2.2860e+11
754. ['Intel Core i9-13900K', 'HBM2', '27x L3s', '1 App. AI, 50.0 MB Workset']: 2.2860e+11
755. ['Intel Core i9-13900K', 'DDR4-3200', '28x L3s', '1 App. AI, 50.0 MB Workset']: 2.2860e+11
756. ['Intel Core i9-13900K', 'HBM2', '28x L3s', '1 App. AI, 50.0 MB Workset']: 2.2860e+11
757. ['Intel Core i9-13900K', 'DDR4-3200', '29x L3s', '1 App. AI, 50.0 MB Workset']: 2.2860e+11
758. ['Intel Core i9-13900K', 'HBM2', '29x L3s', '1 App. AI, 50.0 MB Workset']: 2.2860e+11
759. ['Intel Core i9-13900K', 'DDR4-3200', '30x L3s', '1 App. AI, 50.0 MB Workset']: 2.2860e+11
760. ['Intel Core i9-13900K', 'HBM2', '30x L3s', '1 App. AI, 50.0 MB Workset']: 2.2860e+11
761. ['Intel Core i9-13900K', 'DDR4-3200', '31x L3s', '1 App. AI, 50.0 MB Workset']: 2.2860e+11
762. ['Intel Core i9-13900K', 'HBM2', '31x L3s', '1 App. AI, 50.0 MB Workset']: 2.2860e+11
763. ['Intel Core i9-13900K', 'DDR4-3200', '32x L3s', '1 App. AI, 50.0 MB Workset']: 2.2860e+11
764. ['Intel Core i9-13900K', 'HBM2', '32x L3s', '1 App. AI, 50.0 MB Workset']: 2.2860e+11
765. ['Intel Core i9-13900K', 'DDR4-3200', '33x L3s', '1 App. AI, 50.0 MB Workset']: 2.2860e+11
766. ['Intel Core i9-13900K', 'HBM2', '33x L3s', '1 App. AI, 50.0 MB Workset']: 2.2860e+11
767. ['Intel Core i9-13900K', 'DDR4-3200', '34x L3s', '1 App. AI, 50.0 MB Workset']: 2.2860e+11
768. ['Intel Core i9-13900K', 'HBM2', '34x L3s', '1 App. AI, 50.0 MB Workset']: 2.2860e+11
769. ['Intel Core i9-13900K', 'DDR4-3200', '35x L3s', '1 App. AI, 50.0 MB Workset']: 2.2860e+11
770. ['Intel Core i9-13900K', 'HBM2', '35x L3s', '1 App. AI, 50.0 MB Workset']: 2.2860e+11
771. ['Intel Core i9-13900K', 'DDR4-3200', '36x L3s', '1 App. AI, 50.0 MB Workset']: 2.2860e+11
772. ['Intel Core i9-13900K', 'HBM2', '36x L3s', '1 App. AI, 50.0 MB Workset']: 2.2860e+11
773. ['Intel Core i9-13900K', 'DDR4-3200', '37x L3s', '1 App. AI, 50.0 MB Workset']: 2.2860e+11
774. ['Intel Core i9-13900K', 'HBM2', '37x L3s', '1 App. AI, 50.0 MB Workset']: 2.2860e+11
775. ['Intel Core i9-13900K', 'DDR4-3200', '38x L3s', '1 App. AI, 50.0 MB Workset']: 2.2860e+11
776. ['Intel Core i9-13900K', 'HBM2', '38x L3s', '1 App. AI, 50.0 MB Workset']: 2.2860e+11
777. ['Intel Core i9-13900K', 'DDR4-3200', '39x L3s', '1 App. AI, 50.0 MB Workset']: 2.2860e+11
778. ['Intel Core i9-13900K', 'HBM2', '39x L3s', '1 App. AI, 50.0 MB Workset']: 2.2860e+11
779. ['Intel Core i9-13900K', 'DDR4-3200', '40x L3s', '1 App. AI, 50.0 MB Workset']: 2.2860e+11
780. ['Intel Core i9-13900K', 'HBM2', '40x L3s', '1 App. AI, 50.0 MB Workset']: 2.2860e+11
781. ['Intel Core i9-13900K', 'DDR4-3200', '41x L3s', '1 App. AI, 50.0 MB Workset']: 2.2860e+11
782. ['Intel Core i9-13900K', 'HBM2', '41x L3s', '1 App. AI, 50.0 MB Workset']: 2.2860e+11
783. ['Intel Core i9-13900K', 'DDR4-3200', '42x L3s', '1 App. AI, 50.0 MB Workset']: 2.2860e+11
784. ['Intel Core i9-13900K', 'HBM2', '42x L3s', '1 App. AI, 50.0 MB Workset']: 2.2860e+11
785. ['Intel Core i9-13900K', 'DDR4-3200', '43x L3s', '1 App. AI, 50.0 MB Workset']: 2.2860e+11
786. ['Intel Core i9-13900K', 'HBM2', '43x L3s', '1 App. AI, 50.0 MB Workset']: 2.2860e+11
787. ['Intel Core i9-13900K', 'DDR4-3200', '44x L3s', '1 App. AI, 50.0 MB Workset']: 2.2860e+11
788. ['Intel Core i9-13900K', 'HBM2', '44x L3s', '1 App. AI, 50.0 MB Workset']: 2.2860e+11
789. ['Intel Core i9-13900K', 'DDR4-3200', '45x L3s', '1 App. AI, 50.0 MB Workset']: 2.2860e+11
790. ['Intel Core i9-13900K', 'HBM2', '45x L3s', '1 App. AI, 50.0 MB Workset']: 2.2860e+11
791. ['Intel Core i9-13900K', 'DDR4-3200', '46x L3s', '1 App. AI, 50.0 MB Workset']: 2.2860e+11
792. ['Intel Core i9-13900K', 'HBM2', '46x L3s', '1 App. AI, 50.0 MB Workset']: 2.2860e+11
793. ['Intel Core i9-13900K', 'DDR4-3200', '47x L3s', '1 App. AI, 50.0 MB Workset']: 2.2860e+11
794. ['Intel Core i9-13900K', 'HBM2', '47x L3s', '1 App. AI, 50.0 MB Workset']: 2.2860e+11
795. ['Intel Core i9-13900K', 'DDR4-3200', '48x L3s', '1 App. AI, 50.0 MB Workset']: 2.2860e+11
796. ['Intel Core i9-13900K', 'HBM2', '48x L3s', '1 App. AI, 50.0 MB Workset']: 2.2860e+11
797. ['Intel Core i9-13900K', 'DDR4-3200', '49x L3s', '1 App. AI, 50.0 MB Workset']: 2.2860e+11
798. ['Intel Core i9-13900K', 'HBM2', '49x L3s', '1 App. AI, 50.0 MB Workset']: 2.2860e+11
799. ['Intel Core i9-13900K', 'DDR4-3200', '50x L3s', '1 App. AI, 50.0 MB Workset']: 2.2860e+11
800. ['Intel Core i9-13900K', 'HBM2', '50x L3s', '1 App. AI, 50.0 MB Workset']: 2.2860e+11
801. ['Intel Core i9-13900K', 'DDR4-3200', '1x L3s', '1 App. AI, 25.0 MB Workset']: 3.2723e+10
802. ['Intel Core i9-13900K', 'HBM2', '1x L3s', '1 App. AI, 25.0 MB Workset']: 3.2723e+10
803. ['Intel Core i9-13900K', 'DDR4-3200', '2x L3s', '1 App. AI, 25.0 MB Workset']: 6.5445e+10
804. ['Intel Core i9-13900K', 'HBM2', '2x L3s', '1 App. AI, 25.0 MB Workset']: 6.5445e+10
805. ['Intel Core i9-13900K', 'DDR4-3200', '3x L3s', '1 App. AI, 25.0 MB Workset']: 9.8168e+10
806. ['Intel Core i9-13900K', 'HBM2', '3x L3s', '1 App. AI, 25.0 MB Workset']: 9.8168e+10
807. ['Intel Core i9-13900K', 'DDR4-3200', '4x L3s', '1 App. AI, 25.0 MB Workset']: 1.3089e+11
808. ['Intel Core i9-13900K', 'HBM2', '4x L3s', '1 App. AI, 25.0 MB Workset']: 1.3089e+11
809. ['Intel Core i9-13900K', 'DDR4-3200', '5x L3s', '1 App. AI, 25.0 MB Workset']: 1.6361e+11
810. ['Intel Core i9-13900K', 'HBM2', '5x L3s', '1 App. AI, 25.0 MB Workset']: 1.6361e+11
811. ['Intel Core i9-13900K', 'DDR4-3200', '6x L3s', '1 App. AI, 25.0 MB Workset']: 1.9634e+11
812. ['Intel Core i9-13900K', 'HBM2', '6x L3s', '1 App. AI, 25.0 MB Workset']: 1.9634e+11
813. ['Intel Core i9-13900K', 'DDR4-3200', '7x L3s', '1 App. AI, 25.0 MB Workset']: 2.2519e+11
814. ['Intel Core i9-13900K', 'HBM2', '7x L3s', '1 App. AI, 25.0 MB Workset']: 2.2860e+11
815. ['Intel Core i9-13900K', 'DDR4-3200', '8x L3s', '1 App. AI, 25.0 MB Workset']: 2.2860e+11
816. ['Intel Core i9-13900K', 'HBM2', '8x L3s', '1 App. AI, 25.0 MB Workset']: 2.2860e+11
817. ['Intel Core i9-13900K', 'DDR4-3200', '9x L3s', '1 App. AI, 25.0 MB Workset']: 2.2860e+11
818. ['Intel Core i9-13900K', 'HBM2', '9x L3s', '1 App. AI, 25.0 MB Workset']: 2.2860e+11
819. ['Intel Core i9-13900K', 'DDR4-3200', '10x L3s', '1 App. AI, 25.0 MB Workset']: 2.2860e+11
820. ['Intel Core i9-13900K', 'HBM2', '10x L3s', '1 App. AI, 25.0 MB Workset']: 2.2860e+11
821. ['Intel Core i9-13900K', 'DDR4-3200', '11x L3s', '1 App. AI, 25.0 MB Workset']: 2.2860e+11
822. ['Intel Core i9-13900K', 'HBM2', '11x L3s', '1 App. AI, 25.0 MB Workset']: 2.2860e+11
823. ['Intel Core i9-13900K', 'DDR4-3200', '12x L3s', '1 App. AI, 25.0 MB Workset']: 2.2860e+11
824. ['Intel Core i9-13900K', 'HBM2', '12x L3s', '1 App. AI, 25.0 MB Workset']: 2.2860e+11
825. ['Intel Core i9-13900K', 'DDR4-3200', '13x L3s', '1 App. AI, 25.0 MB Workset']: 2.2860e+11
826. ['Intel Core i9-13900K', 'HBM2', '13x L3s', '1 App. AI, 25.0 MB Workset']: 2.2860e+11
827. ['Intel Core i9-13900K', 'DDR4-3200', '14x L3s', '1 App. AI, 25.0 MB Workset']: 2.2860e+11
828. ['Intel Core i9-13900K', 'HBM2', '14x L3s', '1 App. AI, 25.0 MB Workset']: 2.2860e+11
829. ['Intel Core i9-13900K', 'DDR4-3200', '15x L3s', '1 App. AI, 25.0 MB Workset']: 2.2860e+11
830. ['Intel Core i9-13900K', 'HBM2', '15x L3s', '1 App. AI, 25.0 MB Workset']: 2.2860e+11
831. ['Intel Core i9-13900K', 'DDR4-3200', '16x L3s', '1 App. AI, 25.0 MB Workset']: 2.2860e+11
832. ['Intel Core i9-13900K', 'HBM2', '16x L3s', '1 App. AI, 25.0 MB Workset']: 2.2860e+11
833. ['Intel Core i9-13900K', 'DDR4-3200', '17x L3s', '1 App. AI, 25.0 MB Workset']: 2.2860e+11
834. ['Intel Core i9-13900K', 'HBM2', '17x L3s', '1 App. AI, 25.0 MB Workset']: 2.2860e+11
835. ['Intel Core i9-13900K', 'DDR4-3200', '18x L3s', '1 App. AI, 25.0 MB Workset']: 2.2860e+11
836. ['Intel Core i9-13900K', 'HBM2', '18x L3s', '1 App. AI, 25.0 MB Workset']: 2.2860e+11
837. ['Intel Core i9-13900K', 'DDR4-3200', '19x L3s', '1 App. AI, 25.0 MB Workset']: 2.2860e+11
838. ['Intel Core i9-13900K', 'HBM2', '19x L3s', '1 App. AI, 25.0 MB Workset']: 2.2860e+11
839. ['Intel Core i9-13900K', 'DDR4-3200', '20x L3s', '1 App. AI, 25.0 MB Workset']: 2.2860e+11
840. ['Intel Core i9-13900K', 'HBM2', '20x L3s', '1 App. AI, 25.0 MB Workset']: 2.2860e+11
841. ['Intel Core i9-13900K', 'DDR4-3200', '21x L3s', '1 App. AI, 25.0 MB Workset']: 2.2860e+11
842. ['Intel Core i9-13900K', 'HBM2', '21x L3s', '1 App. AI, 25.0 MB Workset']: 2.2860e+11
843. ['Intel Core i9-13900K', 'DDR4-3200', '22x L3s', '1 App. AI, 25.0 MB Workset']: 2.2860e+11
844. ['Intel Core i9-13900K', 'HBM2', '22x L3s', '1 App. AI, 25.0 MB Workset']: 2.2860e+11
845. ['Intel Core i9-13900K', 'DDR4-3200', '23x L3s', '1 App. AI, 25.0 MB Workset']: 2.2860e+11
846. ['Intel Core i9-13900K', 'HBM2', '23x L3s', '1 App. AI, 25.0 MB Workset']: 2.2860e+11
847. ['Intel Core i9-13900K', 'DDR4-3200', '24x L3s', '1 App. AI, 25.0 MB Workset']: 2.2860e+11
848. ['Intel Core i9-13900K', 'HBM2', '24x L3s', '1 App. AI, 25.0 MB Workset']: 2.2860e+11
849. ['Intel Core i9-13900K', 'DDR4-3200', '25x L3s', '1 App. AI, 25.0 MB Workset']: 2.2860e+11
850. ['Intel Core i9-13900K', 'HBM2', '25x L3s', '1 App. AI, 25.0 MB Workset']: 2.2860e+11
851. ['Intel Core i9-13900K', 'DDR4-3200', '26x L3s', '1 App. AI, 25.0 MB Workset']: 2.2860e+11
852. ['Intel Core i9-13900K', 'HBM2', '26x L3s', '1 App. AI, 25.0 MB Workset']: 2.2860e+11
853. ['Intel Core i9-13900K', 'DDR4-3200', '27x L3s', '1 App. AI, 25.0 MB Workset']: 2.2860e+11
854. ['Intel Core i9-13900K', 'HBM2', '27x L3s', '1 App. AI, 25.0 MB Workset']: 2.2860e+11
855. ['Intel Core i9-13900K', 'DDR4-3200', '28x L3s', '1 App. AI, 25.0 MB Workset']: 2.2860e+11
856. ['Intel Core i9-13900K', 'HBM2', '28x L3s', '1 App. AI, 25.0 MB Workset']: 2.2860e+11
857. ['Intel Core i9-13900K', 'DDR4-3200', '29x L3s', '1 App. AI, 25.0 MB Workset']: 2.2860e+11
858. ['Intel Core i9-13900K', 'HBM2', '29x L3s', '1 App. AI, 25.0 MB Workset']: 2.2860e+11
859. ['Intel Core i9-13900K', 'DDR4-3200', '30x L3s', '1 App. AI, 25.0 MB Workset']: 2.2860e+11
860. ['Intel Core i9-13900K', 'HBM2', '30x L3s', '1 App. AI, 25.0 MB Workset']: 2.2860e+11
861. ['Intel Core i9-13900K', 'DDR4-3200', '31x L3s', '1 App. AI, 25.0 MB Workset']: 2.2860e+11
862. ['Intel Core i9-13900K', 'HBM2', '31x L3s', '1 App. AI, 25.0 MB Workset']: 2.2860e+11
863. ['Intel Core i9-13900K', 'DDR4-3200', '32x L3s', '1 App. AI, 25.0 MB Workset']: 2.2860e+11
864. ['Intel Core i9-13900K', 'HBM2', '32x L3s', '1 App. AI, 25.0 MB Workset']: 2.2860e+11
865. ['Intel Core i9-13900K', 'DDR4-3200', '33x L3s', '1 App. AI, 25.0 MB Workset']: 2.2860e+11
866. ['Intel Core i9-13900K', 'HBM2', '33x L3s', '1 App. AI, 25.0 MB Workset']: 2.2860e+11
867. ['Intel Core i9-13900K', 'DDR4-3200', '34x L3s', '1 App. AI, 25.0 MB Workset']: 2.2860e+11
868. ['Intel Core i9-13900K', 'HBM2', '34x L3s', '1 App. AI, 25.0 MB Workset']: 2.2860e+11
869. ['Intel Core i9-13900K', 'DDR4-3200', '35x L3s', '1 App. AI, 25.0 MB Workset']: 2.2860e+11
870. ['Intel Core i9-13900K', 'HBM2', '35x L3s', '1 App. AI, 25.0 MB Workset']: 2.2860e+11
871. ['Intel Core i9-13900K', 'DDR4-3200', '36x L3s', '1 App. AI, 25.0 MB Workset']: 2.2860e+11
872. ['Intel Core i9-13900K', 'HBM2', '36x L3s', '1 App. AI, 25.0 MB Workset']: 2.2860e+11
873. ['Intel Core i9-13900K', 'DDR4-3200', '37x L3s', '1 App. AI, 25.0 MB Workset']: 2.2860e+11
874. ['Intel Core i9-13900K', 'HBM2', '37x L3s', '1 App. AI, 25.0 MB Workset']: 2.2860e+11
875. ['Intel Core i9-13900K', 'DDR4-3200', '38x L3s', '1 App. AI, 25.0 MB Workset']: 2.2860e+11
876. ['Intel Core i9-13900K', 'HBM2', '38x L3s', '1 App. AI, 25.0 MB Workset']: 2.2860e+11
877. ['Intel Core i9-13900K', 'DDR4-3200', '39x L3s', '1 App. AI, 25.0 MB Workset']: 2.2860e+11
878. ['Intel Core i9-13900K', 'HBM2', '39x L3s', '1 App. AI, 25.0 MB Workset']: 2.2860e+11
879. ['Intel Core i9-13900K', 'DDR4-3200', '40x L3s', '1 App. AI, 25.0 MB Workset']: 2.2860e+11
880. ['Intel Core i9-13900K', 'HBM2', '40x L3s', '1 App. AI, 25.0 MB Workset']: 2.2860e+11
881. ['Intel Core i9-13900K', 'DDR4-3200', '41x L3s', '1 App. AI, 25.0 MB Workset']: 2.2860e+11
882. ['Intel Core i9-13900K', 'HBM2', '41x L3s', '1 App. AI, 25.0 MB Workset']: 2.2860e+11
883. ['Intel Core i9-13900K', 'DDR4-3200', '42x L3s', '1 App. AI, 25.0 MB Workset']: 2.2860e+11
884. ['Intel Core i9-13900K', 'HBM2', '42x L3s', '1 App. AI, 25.0 MB Workset']: 2.2860e+11
885. ['Intel Core i9-13900K', 'DDR4-3200', '43x L3s', '1 App. AI, 25.0 MB Workset']: 2.2860e+11
886. ['Intel Core i9-13900K', 'HBM2', '43x L3s', '1 App. AI, 25.0 MB Workset']: 2.2860e+11
887. ['Intel Core i9-13900K', 'DDR4-3200', '44x L3s', '1 App. AI, 25.0 MB Workset']: 2.2860e+11
888. ['Intel Core i9-13900K', 'HBM2', '44x L3s', '1 App. AI, 25.0 MB Workset']: 2.2860e+11
889. ['Intel Core i9-13900K', 'DDR4-3200', '45x L3s', '1 App. AI, 25.0 MB Workset']: 2.2860e+11
890. ['Intel Core i9-13900K', 'HBM2', '45x L3s', '1 App. AI, 25.0 MB Workset']: 2.2860e+11
891. ['Intel Core i9-13900K', 'DDR4-3200', '46x L3s', '1 App. AI, 25.0 MB Workset']: 2.2860e+11
892. ['Intel Core i9-13900K', 'HBM2', '46x L3s', '1 App. AI, 25.0 MB Workset']: 2.2860e+11
893. ['Intel Core i9-13900K', 'DDR4-3200', '47x L3s', '1 App. AI, 25.0 MB Workset']: 2.2860e+11
